序号,站点KKS编码        ,标签点KKS编码      ,数据类型 ,工程单位         ,数据源地址       ,扫描周期         ,量程范围之下限   ,量程范围之上限   ,压缩偏移量    ,最大压缩时间,存储标识,描述信息                        
2884,SLDC,SL_Fir_1_#2YACGQXLQTHLJC,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机#1、#2、#3液氨储罐区泄漏气体含量检测(2)
2885,SLDC,SL_Fir_1_#2YAWSCGYL1,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机#1液氨卧式储罐液位
2886,SLDC,SL_Fir_1_#2YAWSCGYL2,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机#2液氨卧式储罐液位
2887,SLDC,SL_Fir_1_#2YAWSCGYL3,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机#3液氨卧式储罐液位
2888,SLDC,SL_Fir_1_ACSCRFYQCKYQNH3HL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机A侧SCR反应器出口烟气NH3含量
2889,SLDC,SL_Fir_1_ACSCRFYQCKYQNOXHL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机A侧SCR反应器出口烟气NOx含量
2890,SLDC,SL_Fir_1_ACSCRFYQCKYQO2HL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机A侧SCR反应器出口O2含量
2891,SLDC,SL_Fir_1_ACSCRFYQCKYQWD1,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机A侧SCR反应器出口烟气温度1
2892,SLDC,SL_Fir_1_ACSCRFYQCKYQWD2,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机A侧SCR反应器出口烟气温度2
2893,SLDC,SL_Fir_1_ACSCRFYQCKYQWD3,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机A侧SCR反应器出口烟气温度3
2894,SLDC,SL_Fir_1_ACSCRFYQCKYQYL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机A侧SCR反应器出口烟气压力
2895,SLDC,SL_Fir_1_ACSCRFYQRKO2HL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机A侧SCR反应器入口O2含量
2896,SLDC,SL_Fir_1_ACSCRFYQRKYQLL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机A侧SCR反应器入口烟气流量
2897,SLDC,SL_Fir_1_ACSCRFYQRKYQNOXHL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机A侧SCR反应器入口NOX含量
2898,SLDC,SL_Fir_1_ACSCRFYQRKYQWD1,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机A侧SCR反应器入口烟气温度1
2899,SLDC,SL_Fir_1_ACSCRFYQRKYQWD2,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机A侧SCR反应器入口烟气温度2
2900,SLDC,SL_Fir_1_ACSCRFYQRKYQWD3,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机A侧SCR反应器入口烟气温度3
2901,SLDC,SL_Fir_1_ACSCRFYQRKYQYL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机A侧SCR反应器入口烟气压力
2902,SLDC,SL_Fir_1_ACTLXL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机A侧脱硝效率
2903,SLDC,SL_Fir_1_BCSCRFYQCKYQNH3HL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机B侧SCR反应器出口烟气NH3含量
2904,SLDC,SL_Fir_1_BCSCRFYQCKYQNOXHL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机B侧SCR反应器出口烟气NOx含量
2905,SLDC,SL_Fir_1_BCSCRFYQCKYQO2HL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机B侧SCR反应器出口O2含量
2906,SLDC,SL_Fir_1_BCSCRFYQCKYQWD1,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机B侧SCR反应器出口烟气温度1
2907,SLDC,SL_Fir_1_BCSCRFYQCKYQWD2,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机B侧SCR反应器出口烟气温度2
2908,SLDC,SL_Fir_1_BCSCRFYQCKYQWD3,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机B侧SCR反应器出口烟气温度3
2909,SLDC,SL_Fir_1_BCSCRFYQCKYQYL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机B侧SCR反应器出口烟气压力
2910,SLDC,SL_Fir_1_BCSCRFYQRKO2HL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机B侧SCR反应器入口O2含量
2911,SLDC,SL_Fir_1_BCSCRFYQRKYQLL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机B侧SCR反应器入口烟气流量
2912,SLDC,SL_Fir_1_BCSCRFYQRKYQNOXHL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机B侧SCR反应器入口NOX含量
2913,SLDC,SL_Fir_1_BCSCRFYQRKYQWD1,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机B侧SCR反应器入口烟气温度1
2914,SLDC,SL_Fir_1_BCSCRFYQRKYQWD2,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机B侧SCR反应器入口烟气温度2
2915,SLDC,SL_Fir_1_BCSCRFYQRKYQWD3,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机B侧SCR反应器入口烟气温度3
2916,SLDC,SL_Fir_1_BCSCRFYQRKYQYL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机B侧SCR反应器入口烟气压力
2917,SLDC,SL_Fir_1_BCTLXL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机B侧脱硝效率
2918,SLDC,SL_Fir_1_GLZFL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机锅炉总风量
2919,SLDC,SL_Fir_1_GLZFL2,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机锅炉总风量
2920,SLDC,SL_Fir_1_GYESMGYL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机工业水母管压力
2921,SLDC,SL_Fir_1_GYISMGYL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机工艺水母管压力
2922,SLDC,SL_Fir_1_JZDGL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机机组电功率
2923,SLDC,SL_Fir_1_QAHCGRKFKD,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机#1、#2气氨缓冲罐入口阀开度
2924,SLDC,SL_Fir_1_QAHCGYL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机#1、#2气氨缓冲罐压力
2925,SLDC,SL_Fir_1_QAHCQXLQTHLJC,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机气氨缓冲区泄漏气体含量检测
2926,SLDC,SL_Fir_1_SCRCHQKQYL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机SCR吹灰器空气(蒸汽)压力
2927,SLDC,SL_Fir_1_TLBADMXDY,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机脱硫保安段母线电压
2928,SLDC,SL_Fir_1_TLCKFCND,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机脱硫出口粉尘浓度
2929,SLDC,SL_Fir_1_TLCKNOXND,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机脱硫出口NOX浓度
2930,SLDC,SL_Fir_1_TLCKO2ND,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机脱硫出口O2浓度
2931,SLDC,SL_Fir_1_TLCKSD,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机脱硫出口湿度
2932,SLDC,SL_Fir_1_TLCKSO2ND,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机脱硫出口SO2浓度
2933,SLDC,SL_Fir_1_TLCKYQLL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机脱硫出口烟气流量
2934,SLDC,SL_Fir_1_TLCKYQWD,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机脱硫出口烟气温度
2935,SLDC,SL_Fir_1_TLCKYQYL(CEMS),float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机脱硫出口烟气压力（CEMS）
2936,SLDC,SL_Fir_1_TLGDDYJXDL1,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机脱硫6kV(10kV)1A段电源进线电流
2937,SLDC,SL_Fir_1_TLGDDYJXDL2,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机脱硫6kV(10kV)1B段电源进线电流
2938,SLDC,SL_Fir_1_TLGDMXDY1,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机脱硫6kV(10kV)1A段母线母线电压
2939,SLDC,SL_Fir_1_TLGDMXDY2,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机脱硫6kV(10kV)1B段母线母线电压
2940,SLDC,SL_Fir_1_TLJJYGJLL,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机脱硫剂浆液供浆流量
2941,SLDC,SL_Fir_1_TLJJYGJMD,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机脱硫剂浆液供浆密度
2942,SLDC,SL_Fir_1_TLJJYGJTJFKD,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机脱硫剂浆液供浆调节阀开度
2943,SLDC,SL_Fir_1_TLRKYQFCND,float,,SLDC,1000.00,0.00,10000.00,0.01,1,1,1#机脱硫入口烟气粉尘浓度
